product_id,name,price,description,specifications,category,brand,image,rating,battery_life,windows_free,weight_kg,ram_gb,ssd_gb,display_size,processor_type
DEL0171,Dell Model 171,67086,"Dell laptop with Intel i3, 12GB RAM, 256GB SSD, 14-inch display","Intel i3, 12GB RAM, 256GB SSD, 14-inch, Battery: 6hrs",Gaming,Dell,Image of Dell Model 171,4.9,6,Yes,2.04,12,256,14-inch,Intel i3
DEL0172,Dell Model 172,66554,"Dell laptop with Apple M1, 4GB RAM, 128GB SSD, 14-inch display","Apple M1, 4GB RAM, 128GB SSD, 14-inch, Battery: 8hrs",Student,Dell,Image of Dell Model 172,3.5,8,No,3.16,4,128,14-inch,Apple M1
APP0173,Apple Model 173,46534,"Apple laptop with Apple M1, 6GB RAM, 256GB SSD, 15.6-inch display","Apple M1, 6GB RAM, 256GB SSD, 15.6-inch, Battery: 5hrs",Workstation,Apple,Image of Apple Model 173,4.0,5,Yes,4.1,6,256,15.6-inch,Apple M1
LEN0174,Lenovo Model 174,30454,"Lenovo laptop with Apple M3, 6GB RAM, 256GB SSD, 15.6-inch display","Apple M3, 6GB RAM, 256GB SSD, 15.6-inch, Battery: 4hrs",Business,Lenovo,Image of Lenovo Model 174,3.5,4,Yes,2.7,6,256,15.6-inch,Apple M3
APP0175,Apple Model 175,29407,"Apple laptop with Intel i5, 10GB RAM, 512GB SSD, 15.6-inch display","Intel i5, 10GB RAM, 512GB SSD, 15.6-inch, Battery: 8hrs",Student,Apple,Image of Apple Model 175,4.9,8,Yes,2.74,10,512,15.6-inch,Intel i5
HP0176,HP Model 176,71289,"HP laptop with Intel i5, 6GB RAM, 512GB SSD, 15.6-inch display","Intel i5, 6GB RAM, 512GB SSD, 15.6-inch, Battery: 8hrs",Workstation,HP,Image of HP Model 176,3.8,8,Yes,4.1,6,512,15.6-inch,Intel i5
MSI0177,MSI Model 177,25103,"MSI laptop with Intel i5, 8GB RAM, 512GB SSD, 15.6-inch display","Intel i5, 8GB RAM, 512GB SSD, 15.6-inch, Battery: 5hrs",Business,MSI,Image of MSI Model 177,3.5,5,No,3.27,8,512,15.6-inch,Intel i5
ACE0178,Acer Model 178,63197,"Acer laptop with Intel i7, 12GB RAM, 128GB SSD, 14-inch display","Intel i7, 12GB RAM, 128GB SSD, 14-inch, Battery: 13hrs",Convertible,Acer,Image of Acer Model 178,4.1,13,No,3.03,12,128,14-inch,Intel i7
ACE0179,Acer Model 179,38191,"Acer laptop with Apple M2, 12GB RAM, 128GB SSD, 15.6-inch display","Apple M2, 12GB RAM, 128GB SSD, 15.6-inch, Battery: 10hrs",Ultrabook,Acer,Image of Acer Model 179,4.5,10,Yes,3.11,12,128,15.6-inch,Apple M2
ACE0180,Acer Model 180,35159,"Acer laptop with AMD Ryzen 5, 10GB RAM, 256GB SSD, 14-inch display","AMD Ryzen 5, 10GB RAM, 256GB SSD, 14-inch, Battery: 9hrs",Student,Acer,Image of Acer Model 180,4.0,9,No,1.8,10,256,14-inch,AMD Ryzen 5
APP0181,Apple Model 181,84721,"Apple laptop with Apple M1, 10GB RAM, 512GB SSD, 14-inch display","Apple M1, 10GB RAM, 512GB SSD, 14-inch, Battery: 14hrs",Business,Apple,Image of Apple Model 181,4.1,14,Yes,2.62,10,512,14-inch,Apple M1
HP0182,HP Model 182,81342,"HP laptop with Apple M1, 8GB RAM, 512GB SSD, 15.6-inch display","Apple M1, 8GB RAM, 512GB SSD, 15.6-inch, Battery: 8hrs",Business,HP,Image of HP Model 182,4.0,8,Yes,3.24,8,512,15.6-inch,Apple M1
SAM0183,Samsung Model 183,81953,"Samsung laptop with Apple M2, 10GB RAM, 256GB SSD, 14-inch display","Apple M2, 10GB RAM, 256GB SSD, 14-inch, Battery: 12hrs",Student,Samsung,Image of Samsung Model 183,3.8,12,No,1.53,10,256,14-inch,Apple M2
SAM0184,Samsung Model 184,66870,"Samsung laptop with Intel i3, 8GB RAM, 256GB SSD, 15.6-inch display","Intel i3, 8GB RAM, 256GB SSD, 15.6-inch, Battery: 5hrs",Workstation,Samsung,Image of Samsung Model 184,3.6,5,Yes,2.31,8,256,15.6-inch,Intel i3
APP0185,Apple Model 185,25445,"Apple laptop with Apple M1, 6GB RAM, 128GB SSD, 15.6-inch display","Apple M1, 6GB RAM, 128GB SSD, 15.6-inch, Battery: 9hrs",Business,Apple,Image of Apple Model 185,4.5,9,Yes,2.73,6,128,15.6-inch,Apple M1
LG0186,LG Model 186,95284,"LG laptop with Apple M2, 8GB RAM, 512GB SSD, 14-inch display","Apple M2, 8GB RAM, 512GB SSD, 14-inch, Battery: 8hrs",Business,LG,Image of LG Model 186,4.5,8,Yes,3.93,8,512,14-inch,Apple M2
LEN0187,Lenovo Model 187,97382,"Lenovo laptop with AMD Ryzen 5, 12GB RAM, 128GB SSD, 15.6-inch display","AMD Ryzen 5, 12GB RAM, 128GB SSD, 15.6-inch, Battery: 10hrs",Gaming,Lenovo,Image of Lenovo Model 187,3.8,10,No,1.71,12,128,15.6-inch,AMD Ryzen 5
MSI0188,MSI Model 188,25591,"MSI laptop with Intel i7, 10GB RAM, 512GB SSD, 15.6-inch display","Intel i7, 10GB RAM, 512GB SSD, 15.6-inch, Battery: 7hrs",Ultrabook,MSI,Image of MSI Model 188,3.6,7,Yes,4.05,10,512,15.6-inch,Intel i7
HP0189,HP Model 189,24100,"HP laptop with AMD Ryzen 5, 8GB RAM, 128GB SSD, 15.6-inch display","AMD Ryzen 5, 8GB RAM, 128GB SSD, 15.6-inch, Battery: 7hrs",Ultrabook,HP,Image of HP Model 189,4.7,7,Yes,3.89,8,128,15.6-inch,AMD Ryzen 5
SAM0190,Samsung Model 190,46411,"Samsung laptop with Apple M2, 8GB RAM, 512GB SSD, 15.6-inch display","Apple M2, 8GB RAM, 512GB SSD, 15.6-inch, Battery: 5hrs",Business,Samsung,Image of Samsung Model 190,3.8,5,Yes,3.05,8,512,15.6-inch,Apple M2
LG0191,LG Model 191,45813,"LG laptop with AMD Ryzen 5, 4GB RAM, 256GB SSD, 14-inch display","AMD Ryzen 5, 4GB RAM, 256GB SSD, 14-inch, Battery: 12hrs",Gaming,LG,Image of LG Model 191,3.7,12,No,2.38,4,256,14-inch,AMD Ryzen 5
LG0192,LG Model 192,66198,"LG laptop with Apple M1, 12GB RAM, 512GB SSD, 14-inch display","Apple M1, 12GB RAM, 512GB SSD, 14-inch, Battery: 11hrs",Ultrabook,LG,Image of LG Model 192,4.6,11,Yes,2.27,12,512,14-inch,Apple M1
HP0193,HP Model 193,26829,"HP laptop with AMD Ryzen 5, 8GB RAM, 128GB SSD, 15.6-inch display","AMD Ryzen 5, 8GB RAM, 128GB SSD, 15.6-inch, Battery: 11hrs",Student,HP,Image of HP Model 193,3.8,11,No,4.04,8,128,15.6-inch,AMD Ryzen 5
ASU0194,Asus Model 194,56421,"Asus laptop with Intel i3, 8GB RAM, 256GB SSD, 15.6-inch display","Intel i3, 8GB RAM, 256GB SSD, 15.6-inch, Battery: 10hrs",Student,Asus,Image of Asus Model 194,4.5,10,No,4.2,8,256,15.6-inch,Intel i3
ACE0195,Acer Model 195,24250,"Acer laptop with Apple M3, 12GB RAM, 128GB SSD, 14-inch display","Apple M3, 12GB RAM, 128GB SSD, 14-inch, Battery: 9hrs",Workstation,Acer,Image of Acer Model 195,4.7,9,No,2.98,12,128,14-inch,Apple M3
APP0196,Apple Model 196,48923,"Apple laptop with Apple M3, 4GB RAM, 256GB SSD, 14-inch display","Apple M3, 4GB RAM, 256GB SSD, 14-inch, Battery: 11hrs",Ultrabook,Apple,Image of Apple Model 196,4.9,11,Yes,2.17,4,256,14-inch,Apple M3
ASU0197,Asus Model 197,30937,"Asus laptop with Intel i3, 4GB RAM, 256GB SSD, 14-inch display","Intel i3, 4GB RAM, 256GB SSD, 14-inch, Battery: 6hrs",Workstation,Asus,Image of Asus Model 197,4.2,6,No,1.73,4,256,14-inch,Intel i3
DEL0198,Dell Model 198,18344,"Dell laptop with Apple M1, 4GB RAM, 512GB SSD, 15.6-inch display","Apple M1, 4GB RAM, 512GB SSD, 15.6-inch, Battery: 7hrs",Student,Dell,Image of Dell Model 198,4.7,7,Yes,3.66,4,512,15.6-inch,Apple M1
DEL0199,Dell Model 199,65547,"Dell laptop with AMD Ryzen 7, 8GB RAM, 512GB SSD, 14-inch display","AMD Ryzen 7, 8GB RAM, 512GB SSD, 14-inch, Battery: 6hrs",Convertible,Dell,Image of Dell Model 199,4.4,6,Yes,2.24,8,512,14-inch,AMD Ryzen 7
SAM0200,Samsung Model 200,32375,"Samsung laptop with Intel i7, 10GB RAM, 256GB SSD, 14-inch display","Intel i7, 10GB RAM, 256GB SSD, 14-inch, Battery: 5hrs",Workstation,Samsung,Image of Samsung Model 200,4.8,5,Yes,1.34,10,256,14-inch,Intel i7
ACE0201,Acer Model 201,23906,"Acer laptop with Apple M2, 12GB RAM, 512GB SSD, 15.6-inch display","Apple M2, 12GB RAM, 512GB SSD, 15.6-inch, Battery: 9hrs",Student,Acer,Image of Acer Model 201,4.1,9,No,2.15,12,512,15.6-inch,Apple M2
ASU0202,Asus Model 202,37427,"Asus laptop with Apple M2, 8GB RAM, 128GB SSD, 15.6-inch display","Apple M2, 8GB RAM, 128GB SSD, 15.6-inch, Battery: 5hrs",Convertible,Asus,Image of Asus Model 202,3.7,5,No,4.12,8,128,15.6-inch,Apple M2
ASU0203,Asus Model 203,49010,"Asus laptop with Intel i3, 4GB RAM, 512GB SSD, 15.6-inch display","Intel i3, 4GB RAM, 512GB SSD, 15.6-inch, Battery: 14hrs",Student,Asus,Image of Asus Model 203,4.1,14,No,4.42,4,512,15.6-inch,Intel i3
ACE0204,Acer Model 204,57622,"Acer laptop with Intel i7, 8GB RAM, 256GB SSD, 14-inch display","Intel i7, 8GB RAM, 256GB SSD, 14-inch, Battery: 8hrs",Business,Acer,Image of Acer Model 204,4.3,8,No,3.62,8,256,14-inch,Intel i7
SAM0205,Samsung Model 205,37500,"Samsung laptop with Intel i7, 6GB RAM, 256GB SSD, 15.6-inch display","Intel i7, 6GB RAM, 256GB SSD, 15.6-inch, Battery: 8hrs",Business,Samsung,Image of Samsung Model 205,3.9,8,Yes,2.5,6,256,15.6-inch,Intel i7
MIC0206,Microsoft Model 206,22806,"Microsoft laptop with Apple M1, 4GB RAM, 512GB SSD, 15.6-inch display","Apple M1, 4GB RAM, 512GB SSD, 15.6-inch, Battery: 14hrs",Business,Microsoft,Image of Microsoft Model 206,3.8,14,No,3.3,4,512,15.6-inch,Apple M1
HP0207,HP Model 207,46144,"HP laptop with Intel i5, 8GB RAM, 256GB SSD, 14-inch display","Intel i5, 8GB RAM, 256GB SSD, 14-inch, Battery: 12hrs",Workstation,HP,Image of HP Model 207,3.8,12,Yes,4.19,8,256,14-inch,Intel i5
MIC0208,Microsoft Model 208,90773,"Microsoft laptop with Apple M1, 4GB RAM, 128GB SSD, 14-inch display","Apple M1, 4GB RAM, 128GB SSD, 14-inch, Battery: 14hrs",Ultrabook,Microsoft,Image of Microsoft Model 208,4.8,14,No,3.36,4,128,14-inch,Apple M1
ASU0209,Asus Model 209,83759,"Asus laptop with Intel i3, 10GB RAM, 512GB SSD, 14-inch display","Intel i3, 10GB RAM, 512GB SSD, 14-inch, Battery: 14hrs",Student,Asus,Image of Asus Model 209,3.9,14,No,1.42,10,512,14-inch,Intel i3
ASU0210,Asus Model 210,68032,"Asus laptop with Intel i3, 12GB RAM, 128GB SSD, 15.6-inch display","Intel i3, 12GB RAM, 128GB SSD, 15.6-inch, Battery: 12hrs",Gaming,Asus,Image of Asus Model 210,4.0,12,No,3.26,12,128,15.6-inch,Intel i3
LEN0211,Lenovo Model 211,85801,"Lenovo laptop with Apple M1, 8GB RAM, 512GB SSD, 15.6-inch display","Apple M1, 8GB RAM, 512GB SSD, 15.6-inch, Battery: 14hrs",Ultrabook,Lenovo,Image of Lenovo Model 211,4.4,14,Yes,3.84,8,512,15.6-inch,Apple M1
ASU0212,Asus Model 212,98540,"Asus laptop with Intel i7, 4GB RAM, 256GB SSD, 15.6-inch display","Intel i7, 4GB RAM, 256GB SSD, 15.6-inch, Battery: 6hrs",Student,Asus,Image of Asus Model 212,4.5,6,Yes,3.09,4,256,15.6-inch,Intel i7
MIC0213,Microsoft Model 213,94199,"Microsoft laptop with AMD Ryzen 5, 4GB RAM, 128GB SSD, 15.6-inch display","AMD Ryzen 5, 4GB RAM, 128GB SSD, 15.6-inch, Battery: 12hrs",Gaming,Microsoft,Image of Microsoft Model 213,3.9,12,Yes,3.45,4,128,15.6-inch,AMD Ryzen 5
MIC0214,Microsoft Model 214,98876,"Microsoft laptop with AMD Ryzen 7, 4GB RAM, 512GB SSD, 14-inch display","AMD Ryzen 7, 4GB RAM, 512GB SSD, 14-inch, Battery: 5hrs",Student,Microsoft,Image of Microsoft Model 214,4.2,5,No,2.61,4,512,14-inch,AMD Ryzen 7
LEN0215,Lenovo Model 215,80406,"Lenovo laptop with AMD Ryzen 7, 10GB RAM, 512GB SSD, 14-inch display","AMD Ryzen 7, 10GB RAM, 512GB SSD, 14-inch, Battery: 13hrs",Ultrabook,Lenovo,Image of Lenovo Model 215,3.6,13,Yes,2.09,10,512,14-inch,AMD Ryzen 7
HP0216,HP Model 216,74784,"HP laptop with Apple M2, 8GB RAM, 256GB SSD, 15.6-inch display","Apple M2, 8GB RAM, 256GB SSD, 15.6-inch, Battery: 13hrs",Workstation,HP,Image of HP Model 216,4.9,13,No,3.5,8,256,15.6-inch,Apple M2
ASU0217,Asus Model 217,63221,"Asus laptop with Intel i5, 10GB RAM, 128GB SSD, 15.6-inch display","Intel i5, 10GB RAM, 128GB SSD, 15.6-inch, Battery: 13hrs",Student,Asus,Image of Asus Model 217,4.2,13,No,3.11,10,128,15.6-inch,Intel i5
ASU0218,Asus Model 218,29995,"Asus laptop with Intel i7, 8GB RAM, 128GB SSD, 14-inch display","Intel i7, 8GB RAM, 128GB SSD, 14-inch, Battery: 4hrs",Convertible,Asus,Image of Asus Model 218,3.8,4,No,3.07,8,128,14-inch,Intel i7
LG0219,LG Model 219,83771,"LG laptop with Intel i5, 4GB RAM, 512GB SSD, 15.6-inch display","Intel i5, 4GB RAM, 512GB SSD, 15.6-inch, Battery: 9hrs",Workstation,LG,Image of LG Model 219,3.9,9,No,3.74,4,512,15.6-inch,Intel i5
MSI0220,MSI Model 220,67792,"MSI laptop with AMD Ryzen 5, 10GB RAM, 512GB SSD, 15.6-inch display","AMD Ryzen 5, 10GB RAM, 512GB SSD, 15.6-inch, Battery: 6hrs",Student,MSI,Image of MSI Model 220,3.6,6,No,3.33,10,512,15.6-inch,AMD Ryzen 5
MSI0221,MSI Model 221,69273,"MSI laptop with Apple M1, 10GB RAM, 128GB SSD, 15.6-inch display","Apple M1, 10GB RAM, 128GB SSD, 15.6-inch, Battery: 13hrs",Student,MSI,Image of MSI Model 221,4.5,13,No,3.99,10,128,15.6-inch,Apple M1
LG0222,LG Model 222,93759,"LG laptop with Apple M1, 8GB RAM, 256GB SSD, 15.6-inch display","Apple M1, 8GB RAM, 256GB SSD, 15.6-inch, Battery: 11hrs",Business,LG,Image of LG Model 222,4.1,11,No,1.33,8,256,15.6-inch,Apple M1
SAM0223,Samsung Model 223,40875,"Samsung laptop with Apple M3, 4GB RAM, 128GB SSD, 14-inch display","Apple M3, 4GB RAM, 128GB SSD, 14-inch, Battery: 14hrs",Workstation,Samsung,Image of Samsung Model 223,4.0,14,No,1.75,4,128,14-inch,Apple M3
ACE0224,Acer Model 224,33096,"Acer laptop with Apple M1, 12GB RAM, 256GB SSD, 14-inch display","Apple M1, 12GB RAM, 256GB SSD, 14-inch, Battery: 5hrs",Workstation,Acer,Image of Acer Model 224,3.7,5,No,1.47,12,256,14-inch,Apple M1
MIC0225,Microsoft Model 225,93327,"Microsoft laptop with Intel i5, 6GB RAM, 128GB SSD, 15.6-inch display","Intel i5, 6GB RAM, 128GB SSD, 15.6-inch, Battery: 4hrs",Workstation,Microsoft,Image of Microsoft Model 225,4.4,4,No,4.1,6,128,15.6-inch,Intel i5
DEL0226,Dell Model 226,17346,"Dell laptop with Intel i3, 8GB RAM, 256GB SSD, 15.6-inch display","Intel i3, 8GB RAM, 256GB SSD, 15.6-inch, Battery: 11hrs",Ultrabook,Dell,Image of Dell Model 226,4.1,11,No,2.49,8,256,15.6-inch,Intel i3
MIC0227,Microsoft Model 227,17141,"Microsoft laptop with Intel i3, 8GB RAM, 128GB SSD, 14-inch display","Intel i3, 8GB RAM, 128GB SSD, 14-inch, Battery: 8hrs",Student,Microsoft,Image of Microsoft Model 227,4.0,8,Yes,3.28,8,128,14-inch,Intel i3
ASU0228,Asus Model 228,23736,"Asus laptop with AMD Ryzen 5, 10GB RAM, 128GB SSD, 14-inch display","AMD Ryzen 5, 10GB RAM, 128GB SSD, 14-inch, Battery: 6hrs",Workstation,Asus,Image of Asus Model 228,3.8,6,No,2.81,10,128,14-inch,AMD Ryzen 5
HP0229,HP Model 229,81729,"HP laptop with Apple M3, 8GB RAM, 512GB SSD, 14-inch display","Apple M3, 8GB RAM, 512GB SSD, 14-inch, Battery: 9hrs",Workstation,HP,Image of HP Model 229,4.7,9,No,4.05,8,512,14-inch,Apple M3
DEL0230,Dell Model 230,61720,"Dell laptop with Apple M1, 10GB RAM, 128GB SSD, 14-inch display","Apple M1, 10GB RAM, 128GB SSD, 14-inch, Battery: 8hrs",Ultrabook,Dell,Image of Dell Model 230,4.9,8,Yes,4.09,10,128,14-inch,Apple M1
HP0231,HP Model 231,51281,"HP laptop with Apple M2, 6GB RAM, 512GB SSD, 14-inch display","Apple M2, 6GB RAM, 512GB SSD, 14-inch, Battery: 9hrs",Business,HP,Image of HP Model 231,4.4,9,No,2.23,6,512,14-inch,Apple M2
HP0232,HP Model 232,69713,"HP laptop with Apple M2, 8GB RAM, 128GB SSD, 15.6-inch display","Apple M2, 8GB RAM, 128GB SSD, 15.6-inch, Battery: 5hrs",Ultrabook,HP,Image of HP Model 232,4.0,5,Yes,2.02,8,128,15.6-inch,Apple M2
ACE0233,Acer Model 233,90074,"Acer laptop with AMD Ryzen 5, 12GB RAM, 256GB SSD, 15.6-inch display","AMD Ryzen 5, 12GB RAM, 256GB SSD, 15.6-inch, Battery: 8hrs",Business,Acer,Image of Acer Model 233,4.2,8,No,4.19,12,256,15.6-inch,AMD Ryzen 5
APP0234,Apple Model 234,30324,"Apple laptop with AMD Ryzen 7, 8GB RAM, 512GB SSD, 15.6-inch display","AMD Ryzen 7, 8GB RAM, 512GB SSD, 15.6-inch, Battery: 9hrs",Convertible,Apple,Image of Apple Model 234,4.8,9,Yes,1.88,8,512,15.6-inch,AMD Ryzen 7
LG0235,LG Model 235,28403,"LG laptop with AMD Ryzen 7, 12GB RAM, 256GB SSD, 14-inch display","AMD Ryzen 7, 12GB RAM, 256GB SSD, 14-inch, Battery: 4hrs",Business,LG,Image of LG Model 235,4.0,4,No,3.37,12,256,14-inch,AMD Ryzen 7
ACE0236,Acer Model 236,78799,"Acer laptop with AMD Ryzen 7, 8GB RAM, 256GB SSD, 15.6-inch display","AMD Ryzen 7, 8GB RAM, 256GB SSD, 15.6-inch, Battery: 5hrs",Convertible,Acer,Image of Acer Model 236,4.4,5,No,3.06,8,256,15.6-inch,AMD Ryzen 7
MIC0237,Microsoft Model 237,21207,"Microsoft laptop with Intel i5, 8GB RAM, 256GB SSD, 15.6-inch display","Intel i5, 8GB RAM, 256GB SSD, 15.6-inch, Battery: 4hrs",Convertible,Microsoft,Image of Microsoft Model 237,4.9,4,Yes,2.02,8,256,15.6-inch,Intel i5
HP0238,HP Model 238,28317,"HP laptop with AMD Ryzen 5, 10GB RAM, 128GB SSD, 15.6-inch display","AMD Ryzen 5, 10GB RAM, 128GB SSD, 15.6-inch, Battery: 6hrs",Gaming,HP,Image of HP Model 238,4.2,6,No,3.62,10,128,15.6-inch,AMD Ryzen 5
SAM0239,Samsung Model 239,28712,"Samsung laptop with Apple M1, 4GB RAM, 256GB SSD, 15.6-inch display","Apple M1, 4GB RAM, 256GB SSD, 15.6-inch, Battery: 14hrs",Ultrabook,Samsung,Image of Samsung Model 239,4.1,14,No,2.54,4,256,15.6-inch,Apple M1
HP0240,HP Model 240,57415,"HP laptop with AMD Ryzen 7, 8GB RAM, 512GB SSD, 14-inch display","AMD Ryzen 7, 8GB RAM, 512GB SSD, 14-inch, Battery: 14hrs",Workstation,HP,Image of HP Model 240,4.2,14,Yes,3.58,8,512,14-inch,AMD Ryzen 7
DEL0241,Dell Model 241,44159,"Dell laptop with Apple M2, 12GB RAM, 256GB SSD, 15.6-inch display","Apple M2, 12GB RAM, 256GB SSD, 15.6-inch, Battery: 8hrs",Business,Dell,Image of Dell Model 241,3.7,8,No,2.55,12,256,15.6-inch,Apple M2
LEN0242,Lenovo Model 242,84905,"Lenovo laptop with Apple M2, 6GB RAM, 128GB SSD, 14-inch display","Apple M2, 6GB RAM, 128GB SSD, 14-inch, Battery: 7hrs",Ultrabook,Lenovo,Image of Lenovo Model 242,4.0,7,Yes,2.73,6,128,14-inch,Apple M2
SAM0243,Samsung Model 243,88714,"Samsung laptop with Apple M2, 4GB RAM, 128GB SSD, 14-inch display","Apple M2, 4GB RAM, 128GB SSD, 14-inch, Battery: 4hrs",Workstation,Samsung,Image of Samsung Model 243,4.0,4,No,1.67,4,128,14-inch,Apple M2
APP0244,Apple Model 244,95899,"Apple laptop with Intel i5, 4GB RAM, 128GB SSD, 15.6-inch display","Intel i5, 4GB RAM, 128GB SSD, 15.6-inch, Battery: 13hrs",Workstation,Apple,Image of Apple Model 244,3.8,13,Yes,4.08,4,128,15.6-inch,Intel i5
ASU0245,Asus Model 245,73770,"Asus laptop with AMD Ryzen 5, 4GB RAM, 128GB SSD, 15.6-inch display","AMD Ryzen 5, 4GB RAM, 128GB SSD, 15.6-inch, Battery: 12hrs",Convertible,Asus,Image of Asus Model 245,4.5,12,No,3.4,4,128,15.6-inch,AMD Ryzen 5
ACE0246,Acer Model 246,87463,"Acer laptop with AMD Ryzen 7, 6GB RAM, 512GB SSD, 15.6-inch display","AMD Ryzen 7, 6GB RAM, 512GB SSD, 15.6-inch, Battery: 14hrs",Student,Acer,Image of Acer Model 246,4.6,14,Yes,2.0,6,512,15.6-inch,AMD Ryzen 7
MSI0247,MSI Model 247,68015,"MSI laptop with Intel i7, 10GB RAM, 512GB SSD, 15.6-inch display","Intel i7, 10GB RAM, 512GB SSD, 15.6-inch, Battery: 4hrs",Business,MSI,Image of MSI Model 247,4.4,4,No,2.07,10,512,15.6-inch,Intel i7
ASU0248,Asus Model 248,82776,"Asus laptop with AMD Ryzen 5, 12GB RAM, 256GB SSD, 15.6-inch display","AMD Ryzen 5, 12GB RAM, 256GB SSD, 15.6-inch, Battery: 10hrs",Workstation,Asus,Image of Asus Model 248,3.5,10,No,1.3,12,256,15.6-inch,AMD Ryzen 5
MSI0249,MSI Model 249,55933,"MSI laptop with Intel i7, 4GB RAM, 128GB SSD, 14-inch display","Intel i7, 4GB RAM, 128GB SSD, 14-inch, Battery: 8hrs",Business,MSI,Image of MSI Model 249,3.9,8,No,3.97,4,128,14-inch,Intel i7
APP0250,Apple Model 250,33607,"Apple laptop with AMD Ryzen 7, 6GB RAM, 512GB SSD, 15.6-inch display","AMD Ryzen 7, 6GB RAM, 512GB SSD, 15.6-inch, Battery: 6hrs",Student,Apple,Image of Apple Model 250,4.5,6,No,4.1,6,512,15.6-inch,AMD Ryzen 7
MSI0251,MSI Model 251,91825,"MSI laptop with AMD Ryzen 7, 6GB RAM, 512GB SSD, 14-inch display","AMD Ryzen 7, 6GB RAM, 512GB SSD, 14-inch, Battery: 6hrs",Convertible,MSI,Image of MSI Model 251,3.5,6,No,4.13,6,512,14-inch,AMD Ryzen 7
MSI0252,MSI Model 252,19506,"MSI laptop with Intel i3, 8GB RAM, 128GB SSD, 14-inch display","Intel i3, 8GB RAM, 128GB SSD, 14-inch, Battery: 5hrs",Convertible,MSI,Image of MSI Model 252,3.6,5,No,1.78,8,128,14-inch,Intel i3
MSI0253,MSI Model 253,70974,"MSI laptop with AMD Ryzen 7, 12GB RAM, 128GB SSD, 14-inch display","AMD Ryzen 7, 12GB RAM, 128GB SSD, 14-inch, Battery: 6hrs",Convertible,MSI,Image of MSI Model 253,4.7,6,No,2.4,12,128,14-inch,AMD Ryzen 7
HP0254,HP Model 254,71713,"HP laptop with Intel i3, 12GB RAM, 128GB SSD, 14-inch display","Intel i3, 12GB RAM, 128GB SSD, 14-inch, Battery: 13hrs",Ultrabook,HP,Image of HP Model 254,3.7,13,Yes,2.56,12,128,14-inch,Intel i3
LG0255,LG Model 255,74636,"LG laptop with Apple M3, 6GB RAM, 256GB SSD, 14-inch display","Apple M3, 6GB RAM, 256GB SSD, 14-inch, Battery: 5hrs",Student,LG,Image of LG Model 255,4.1,5,No,1.82,6,256,14-inch,Apple M3
LG0256,LG Model 256,40150,"LG laptop with Apple M2, 10GB RAM, 128GB SSD, 14-inch display","Apple M2, 10GB RAM, 128GB SSD, 14-inch, Battery: 9hrs",Convertible,LG,Image of LG Model 256,4.9,9,No,2.43,10,128,14-inch,Apple M2
APP0257,Apple Model 257,50955,"Apple laptop with AMD Ryzen 5, 6GB RAM, 256GB SSD, 15.6-inch display","AMD Ryzen 5, 6GB RAM, 256GB SSD, 15.6-inch, Battery: 12hrs",Convertible,Apple,Image of Apple Model 257,4.5,12,Yes,2.26,6,256,15.6-inch,AMD Ryzen 5
MSI0258,MSI Model 258,27647,"MSI laptop with AMD Ryzen 7, 6GB RAM, 128GB SSD, 14-inch display","AMD Ryzen 7, 6GB RAM, 128GB SSD, 14-inch, Battery: 9hrs",Convertible,MSI,Image of MSI Model 258,3.8,9,Yes,2.37,6,128,14-inch,AMD Ryzen 7
MIC0259,Microsoft Model 259,43458,"Microsoft laptop with Intel i7, 12GB RAM, 256GB SSD, 15.6-inch display","Intel i7, 12GB RAM, 256GB SSD, 15.6-inch, Battery: 4hrs",Convertible,Microsoft,Image of Microsoft Model 259,3.7,4,No,4.14,12,256,15.6-inch,Intel i7
MIC0260,Microsoft Model 260,24388,"Microsoft laptop with AMD Ryzen 5, 12GB RAM, 512GB SSD, 14-inch display","AMD Ryzen 5, 12GB RAM, 512GB SSD, 14-inch, Battery: 8hrs",Gaming,Microsoft,Image of Microsoft Model 260,3.6,8,No,1.94,12,512,14-inch,AMD Ryzen 5
HP0261,HP Model 261,63386,"HP laptop with Intel i5, 10GB RAM, 256GB SSD, 14-inch display","Intel i5, 10GB RAM, 256GB SSD, 14-inch, Battery: 6hrs",Student,HP,Image of HP Model 261,4.6,6,Yes,1.46,10,256,14-inch,Intel i5
SAM0262,Samsung Model 262,90277,"Samsung laptop with Intel i5, 6GB RAM, 128GB SSD, 14-inch display","Intel i5, 6GB RAM, 128GB SSD, 14-inch, Battery: 5hrs",Business,Samsung,Image of Samsung Model 262,4.0,5,No,3.44,6,128,14-inch,Intel i5
MIC0263,Microsoft Model 263,68823,"Microsoft laptop with Apple M3, 12GB RAM, 256GB SSD, 14-inch display","Apple M3, 12GB RAM, 256GB SSD, 14-inch, Battery: 6hrs",Ultrabook,Microsoft,Image of Microsoft Model 263,4.9,6,Yes,2.51,12,256,14-inch,Apple M3
MIC0264,Microsoft Model 264,56554,"Microsoft laptop with Apple M3, 8GB RAM, 512GB SSD, 14-inch display","Apple M3, 8GB RAM, 512GB SSD, 14-inch, Battery: 10hrs",Business,Microsoft,Image of Microsoft Model 264,4.4,10,Yes,2.18,8,512,14-inch,Apple M3
